Area,Room,parking,warehouse,elevator,Address,Price,Price(USD)
135,3,1,1,1,Marzdaran,6200000000,206666.66666666666
50,1,1,1,1,"Southern Program Organization",1980000000,66000
110,2,1,1,1,Pardis,535000000,17833.333333333332
121,3,1,1,1,Pardis,610000000,20333.333333333332
220,3,1,1,1,Elahieh,35200000000,1173333.3333333333
240,4,1,1,1,Elahieh,38500000000,1283333.3333333333
117,2,1,1,1,Niavaran,12500000000,416666.6666666667
142,3,1,1,1,Punak,7550000000,251666.66666666666
55,1,1,1,0,"West Ferdows Boulevard",1950000000,65000
85,2,1,1,1,Shahran,3300000000,110000
162,3,1,1,1,Niavaran,16300000000,543333.3333333334
165,3,1,1,1,"Shahrake Gharb",12400000000,413333.3333333333
150,3,1,1,1,Niavaran,15000000000,500000
83,2,1,1,1,"Qazvin Imamzadeh Hassan",1450000000,48333.333333333336
200,3,1,0,1,"West Pars",10000000000,333333.3333333333
95,2,1,1,1,Abazar,6700000000,223333.33333333334
82,2,1,1,1,"Persian Gulf Martyrs Lake",2350000000,78333.33333333333
112,3,1,1,1,Shahran,5600000000,186666.66666666666
96,2,1,1,1,"Northern Janatabad",3900000000,130000
86,3,1,1,1,Parand,425000000,14166.666666666666
105,2,1,1,1,Pardis,940000000,31333.333333333332
115,2,1,1,1,"Ostad Moein",3280000000,109333.33333333333
87,2,1,1,1,Shahr-e-Ziba,3000000000,100000
165,3,1,1,1,Farmanieh,11500000000,383333.3333333333
135,3,1,1,1,Marzdaran,7425000000,247500
110,2,1,1,1,"Feiz Garden",3670000000,122333.33333333333
80,2,1,1,1,"Southern Janatabad",3500000000,116666.66666666667
66,2,1,1,1,"Southern Janatabad",1800000000,60000
88,2,1,1,1,"Qazvin Imamzadeh Hassan",1550000000,51666.666666666664
70,1,1,1,0,"Shahrake Qods",870000000,29000
130,3,1,1,1,"Feiz Garden",5600000000,186666.66666666666
87,2,1,1,1,"North Program Organization",3000000000,100000
86,2,1,1,1,"Southern Janatabad",4500000000,150000
62,1,1,1,1,"Southern Program Organization",2400000000,80000
125,3,1,1,1,Punak,6300000000,210000
87,2,1,1,1,Pardis,725000000,24166.666666666668
70,2,1,1,1,"Southern Janatabad",2000000000,66666.66666666667
65,2,1,1,1,"Southern Janatabad",2700000000,90000
64,2,1,1,1,"Southern Janatabad",2100000000,70000
62,2,1,1,1,"Southern Janatabad",2200000000,73333.33333333333
70,2,1,1,1,"Southern Janatabad",2500000000,83333.33333333333
140,3,1,1,1,Gheitarieh,8000000000,266666.6666666667
125,3,1,1,1,Gheitarieh,7100000000,236666.66666666666
68,2,1,1,1,"Southern Janatabad",2100000000,70000
67,2,1,0,0,"West Ferdows Boulevard",2200000000,73333.33333333333
64,2,1,1,1,"Southern Janatabad",2050000000,68333.33333333333
64,2,1,1,0,Jeyhoon,1500000000,50000
95,2,1,1,0,"Northern Janatabad",3900000000,130000
97,2,1,1,1,Pardis,770000000,25666.666666666668
136,3,1,1,1,"Persian Gulf Martyrs Lake",4300000000,143333.33333333334
